City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,sao felix do xingu,-6.6447,-51.995,23.37,90,47,1.13,BR,1729388498
296,bontang,0.1333,117.5,28.74,69,99,2.13,ID,1729388499
297,burutu,5.3509,5.5076,25.15,88,98,2.3,NG,1729388500
298,maceio,-9.6658,-35.7353,22.69,94,0,2.06,BR,1729388434
299,vorgashor,67.5833,63.95,0.84,99,100,7.21,RU,1729388503
300,luderitz,-26.6481,15.1594,13.51,73,3,10.7,NA,1729388504
301,ketchikan,55.3422,-131.6461,6.26,87,0,0.0,US,1729388505
302,sabang,5.8933,95.3214,28.06,74,73,10.94,ID,1729388506
303,xishan,27.6667,113.5,18.29,86,100,1.13,CN,1729388508
304,arboletes,8.8505,-76.4269,25.57,87,100,3.23,CO,1729388509
305,porto novo,6.4965,2.6036,25.15,91,100,2.68,BJ,1729388510
306,borogontsy,62.6683,131.1683,-14.22,81,12,0.78,RU,1729388511
307,kenai,60.5544,-151.2583,3.05,49,0,1.54,US,1729388512
308,chusovoy,58.3013,57.8131,1.25,88,100,1.5,RU,1729388513
309,palikir - national government center,6.9248,158.1611,31.41,74,75,5.14,FM,1729388514
310,porto belo,-27.1578,-48.5531,19.98,89,100,1.25,BR,1729388516
311,santana,-0.0583,-51.1817,29.1,84,20,3.6,BR,1729388517
312,prince george,53.9166,-122.753,7.69,87,0,3.6,CA,1729388518
313,canico,32.6333,-16.85,21.35,87,75,0.0,PT,1729388520
314,san juan,-31.5375,-68.5364,26.64,45,0,10.95,AR,1729388279
315,childress,34.4264,-100.204,23.14,53,100,5.66,US,1729388428
316,tot'ma,59.9747,42.7642,6.55,89,93,1.39,RU,1729388524
317,wanxian,30.8039,108.3897,16.14,96,100,3.34,CN,1729388525
318,loule,37.1377,-8.0197,16.73,82,0,1.54,PT,1729388526
319,mahibadhoo,3.7833,72.9667,28.32,76,49,6.02,MV,1729388527
320,veraval,20.9,70.3667,27.51,82,98,3.06,IN,1729388528
321,ikongo,-21.8833,47.4333,18.82,97,72,1.02,MG,1729388531
322,vlahita,46.35,25.5167,-1.03,83,5,2.27,RO,1729388532
323,akureyri,65.6835,-18.0878,6.96,61,20,2.06,IS,1729388533
324,astravyets,54.6138,25.9554,2.36,74,10,2.26,BY,1729388534
325,nikol'sk,53.7189,46.0712,4.08,76,100,4.45,RU,1729388535
326,sovetskiy,61.3614,63.5842,5.68,86,100,4.36,RU,1729388537
327,cadale,2.7603,46.3222,25.34,89,12,4.04,SO,1729388538
328,el obeid,13.1842,30.2167,26.66,26,100,2.75,SD,1729388539
329,atafu village,-8.5421,-172.5159,28.62,68,65,6.66,TK,1729388540
330,preetz,54.2333,10.2833,12.72,97,75,3.09,DE,1729388541
331,pindushi,62.9152,34.58,6.26,92,42,1.78,RU,1729388542
332,ilhabela,-23.7781,-45.3581,18.29,92,100,2.2,BR,1729388543
333,idfu,24.9803,32.8747,23.9,34,0,2.93,EG,1729388545
334,midvagur,62.0511,-7.1939,9.46,93,100,5.66,FO,1729388546
335,qamdo,31.1667,97.2333,3.21,51,100,2.17,CN,1729388547
336,presidente olegario,-18.4178,-46.4181,20.18,87,99,1.98,BR,1729388548
337,nemuro,43.3236,145.575,7.96,55,8,9.49,JP,1729388549
338,caleta de carquin,-11.0925,-77.6267,17.51,86,65,3.46,PE,1729388550
339,saldanha,-33.0117,17.9442,12.03,77,0,9.01,ZA,1729388552
340,mont-tremblant,46.1949,-74.6264,7.55,87,6,0.51,CA,1729388341
341,asmar,35.0333,71.3581,14.44,41,0,2.44,AF,1729388554
342,ancud,-41.8697,-73.8203,9.99,92,15,3.26,CL,1729388556
343,ghat,24.9647,10.1728,21.87,30,0,4.12,LY,1729388557
344,revda,56.801,59.9303,1.09,71,35,3.95,RU,1729388559
345,kailua-kona,19.6406,-155.9956,28.49,80,100,4.63,US,1729388308
346,east london,-33.0153,27.9116,14.95,89,100,3.84,ZA,1729388561
347,aliveri,38.4167,24.0333,15.23,61,89,6.5,GR,1729388562
348,yoloten,37.2989,62.3597,19.78,25,15,2.85,TM,1729388563
349,sur,22.5667,59.5289,26.89,57,87,1.69,OM,1729388564
350,shenjiamen,29.9576,122.298,20.17,77,78,7.29,CN,1729388566
351,aioun,16.6614,-9.6149,31.71,20,31,1.28,MR,1729388567
352,sinabang,2.4803,96.3801,28.16,71,85,1.28,ID,1729388569
353,kahuta,33.5913,73.3868,19.81,42,0,3.28,PK,1729388570
354,waslala,13.2333,-85.3833,23.07,98,95,0.76,NI,1729388571
355,podhum,43.7231,17.0011,13.23,92,71,2.06,BA,1729388572
356,rio gallegos,-51.6226,-69.2181,9.03,93,20,2.57,AR,1729388575
357,akdepe,42.0551,59.3788,15.93,38,55,2.04,TM,1729388576
358,tandalti,13.0167,31.8667,29.07,47,75,2.99,SD,1729388577
359,yanbu,24.0891,38.0637,24.02,78,0,1.03,SA,1729388578
360,metkovic,43.0542,17.6483,16.82,93,61,1.39,HR,1729388579
361,puerto aysen,-45.4,-72.7,8.56,96,8,0.98,CL,1729388580
362,souillac,-20.5167,57.5167,23.21,78,40,2.57,MU,1729388582
363,aswan,24.0934,32.907,24.61,41,0,4.12,EG,1729388583
364,bayanhongor,46.7167,100.1167,-6.32,95,100,1.61,MN,1729388584
365,awjilah,29.1081,21.2869,21.14,44,3,3.84,LY,1729388585
366,alotau,-10.3069,150.4462,29.1,67,91,3.31,PG,1729388587
367,mount pearl,47.5166,-52.7813,9.07,89,75,6.17,CA,1729388588
368,ascension,30.2169,-90.9001,20.0,80,0,2.44,US,1729388589
369,nevel'sk,46.6733,141.8633,2.87,57,100,8.71,RU,1729388590
370,lata,40.1629,-8.3327,13.09,95,99,1.42,PT,1729388594
371,balarampur,23.1167,86.2167,24.76,75,51,0.71,IN,1729388595
372,suva,-18.1416,178.4415,27.71,69,40,6.69,FJ,1729388596
373,kzyltu,53.6364,72.3414,0.81,69,16,3.88,KZ,1729388597
374,broken hill,-31.95,141.4333,22.6,35,4,5.78,AU,1729388598
375,camiri,-20.05,-63.5167,19.94,66,3,0.84,BO,1729388599
376,el granada,37.5027,-122.4694,20.9,50,0,6.17,US,1729388601
377,lagoa,39.05,-27.9833,19.46,62,100,8.64,PT,1729388602
378,palmer,42.1584,-72.3287,10.85,70,0,2.06,US,1729388603
379,goundam,16.4145,-3.6708,33.25,13,2,3.8,ML,1729388604
380,birao,10.2849,22.7882,23.31,82,88,0.4,CF,1729388605
381,kidal,18.4411,1.4078,29.96,18,11,2.73,ML,1729388606
382,santiago del estero,-27.7951,-64.2615,25.42,53,0,5.33,AR,1729388567
383,dakoro,14.5106,6.765,28.71,17,99,2.48,NE,1729388609
384,yanchep,-31.55,115.6833,20.86,63,100,5.14,AU,1729388610
385,south hedland,-20.4089,118.5983,28.96,48,0,3.09,AU,1729388611
386,nahiyat ash shinafiyah,31.5874,44.6602,22.27,19,1,6.26,IQ,1729388612
387,la carlota,10.4233,122.9208,29.21,75,21,1.3,PH,1729388613
388,inhambane,-23.865,35.3833,20.9,85,4,3.53,MZ,1729388615
389,tremonton,41.7119,-112.1655,12.66,52,0,1.79,US,1729388463
390,knyaze-volkonskoye,48.4642,135.4567,1.19,25,7,8.93,RU,1729388618
391,tazacorte,28.629,-17.9293,22.3,55,100,4.12,ES,1729388619
392,tarauaca,-8.1614,-70.7656,26.87,71,97,1.87,BR,1729388620
393,rumbek,6.802,29.6912,21.92,95,83,1.15,SS,1729388621
394,mustafakemalpasa,40.0353,28.4117,7.64,77,1,0.82,TR,1729388622
395,tsiombe,-25.3,45.4833,20.77,97,51,0.62,MG,1729388623
396,pohrebyshche,49.4864,29.2636,1.11,83,4,2.89,UA,1729388625
397,murghob,38.1702,73.9667,-1.08,41,100,1.37,TJ,1729388626
398,kourou,5.1552,-52.6478,26.95,81,6,2.88,GF,1729388627
399,pagar alam,-4.0167,103.2667,26.77,52,47,1.21,ID,1729388628
400,kenora,49.8167,-94.4337,10.54,81,75,6.71,CA,1729388570
401,akjoujt,19.6969,-14.4164,32.75,19,35,4.41,MR,1729388630
402,changli,39.7042,119.1506,7.14,27,56,1.85,CN,1729388631
403,ihosy,-22.4,46.1167,18.07,89,30,1.65,MG,1729388633
404,kegeyli shahar,42.7767,59.6078,15.56,24,82,2.11,UZ,1729388634
405,kargopol',61.5071,38.9456,6.99,92,100,1.57,RU,1729388636
406,las vegas,36.175,-115.1372,23.69,23,40,4.12,US,1729388356
407,manghit,42.1156,60.0597,15.82,24,53,3.09,UZ,1729388639
408,la paz,-16.5,-68.15,12.54,44,100,5.14,BO,1729387838
409,lishui,28.4604,119.9103,16.62,84,100,1.26,CN,1729388641
410,mbuji-mayi,-6.15,23.6,21.13,93,70,1.13,CD,1729388642
411,tchintabaraden,15.8969,5.7985,28.8,16,26,3.19,NE,1729388643
412,novaya igirma,57.1334,103.9112,-3.44,89,77,1.54,RU,1729388644
413,monrovia,6.3005,-10.7969,24.98,87,100,3.28,LR,1729388647
414,tshabong,-26.05,22.45,15.75,30,2,2.39,BW,1729388648
415,kibiya,11.5263,8.6623,24.08,36,4,2.0,NG,1729388650
416,mugia,43.1041,-9.2179,19.39,94,100,12.32,ES,1729388652
417,beloyarskiy,63.7119,66.6722,2.77,96,96,2.91,RU,1729388653
418,chingirlau,51.095,54.0814,9.61,56,100,5.57,KZ,1729388654
419,guilin,25.2819,110.2864,20.06,77,100,4.57,CN,1729388655
420,praia da vitoria,38.7333,-27.0667,18.14,94,75,5.35,PT,1729388656
421,dalandzadgad,43.5708,104.425,2.92,54,69,9.72,MN,1729388657
422,undurkhaan,47.3194,110.6556,-0.89,49,100,0.27,MN,1729388658
423,millau,44.0833,2.9167,7.24,94,100,1.16,FR,1729388660
424,carbonear,47.7332,-53.2148,9.45,88,8,6.97,CA,1729388661
425,happy valley-goose bay,53.3168,-60.3315,10.17,71,100,2.57,CA,1729388662
426,tarinkot,32.6268,65.8733,14.89,19,0,1.2,AF,1729388663
427,queenstown,-31.8976,26.8753,10.25,89,100,4.66,ZA,1729388664
428,huicheng,23.0385,116.2899,27.15,68,6,8.2,CN,1729388665
429,nova sintra,14.8667,-24.7167,26.73,84,82,4.51,CV,1729388667
430,pangody,65.85,74.4859,0.45,97,100,3.04,RU,1729388668
431,codrington,-38.2667,141.9667,17.07,64,81,4.95,AU,1729388669
432,chhaprauli,29.2167,77.1833,22.13,69,0,2.96,IN,1729388670
433,meiganga,6.5167,14.3,19.12,91,100,0.59,CM,1729388671
434,sandi,27.3,79.95,24.62,57,0,2.46,IN,1729388674
435,nar'yan-mar,67.6713,53.087,4.89,69,100,8.01,RU,1729388675
436,eyl,7.9803,49.8164,25.55,84,84,4.02,SO,1729388676
437,dryden,49.7833,-92.7503,10.16,81,75,6.17,CA,1729388677
438,playa del ingles,27.7567,-15.5787,21.86,89,62,1.53,ES,1729388590
439,caucete,-31.6518,-68.2811,28.07,39,0,2.63,AR,1729388679
440,dawei,14.0833,98.2,27.07,86,100,1.67,MM,1729388680
441,canton,23.1167,113.25,29.42,53,40,3.75,CN,1729388521
442,turkmenbasy,40.0222,52.9552,12.43,66,75,8.75,TM,1729388683
443,reggane,26.7158,0.1714,22.25,22,0,6.66,DZ,1729388684
444,yabelo,4.8833,38.0833,15.65,86,90,2.01,ET,1729388685
445,muriti,-1.9833,32.9167,23.31,68,81,2.99,TZ,1729388686
446,ixtapa,20.7,-105.2,29.57,74,75,1.54,MX,1729388687
447,gamba,-2.65,10.0,24.33,88,100,3.18,GA,1729388688
448,konde,-4.95,39.75,23.78,89,59,2.38,TZ,1729388690
449,xinqing,48.2333,129.5,2.49,20,1,5.99,CN,1729388691
450,genhe,50.7833,121.5167,-0.26,28,96,3.53,CN,1729388692
451,levelland,33.5873,-102.378,17.61,79,100,9.36,US,1729388693
452,impfondo,1.6381,18.0667,21.87,95,100,0.73,CG,1729388694
453,kingsville,27.5159,-97.8561,23.98,93,100,3.09,US,1729388403
454,grand falls-windsor,48.9332,-55.6649,8.61,79,9,4.5,CA,1729388696
455,hadibu,12.65,54.0333,26.04,82,97,0.59,YE,1729388698
456,konarka,19.9,86.1167,27.14,81,98,3.43,IN,1729388699
457,shalqar,47.8333,59.6,10.96,40,100,5.27,KZ,1729388700
458,carnot,4.9409,15.8665,21.8,96,100,0.5,CF,1729388701
459,hassi messaoud,31.6804,6.0729,16.92,48,97,1.54,DZ,1729388702
460,el hadjira,32.6134,5.5126,18.48,42,49,4.33,DZ,1729388703
461,gebeit,21.0667,36.3167,22.06,57,13,1.94,SD,1729388705
462,uribia,11.7139,-72.266,29.25,70,100,5.13,CO,1729388707
463,uacu cungo,-11.3634,15.1208,16.69,93,94,0.69,AO,1729388708
464,mostaganem,35.9311,0.0892,18.97,64,100,2.07,DZ,1729388709
465,sofifi,0.7349,127.576,29.87,68,100,3.64,ID,1729388711
466,grand baie,-20.0182,57.5802,22.47,83,87,6.33,MU,1729388712
467,alaghsas,17.0187,8.0168,27.03,15,7,4.19,NE,1729388713
468,amos,48.5669,-78.1162,9.89,83,100,0.98,CA,1729388667
469,saint-philippe,-21.3585,55.7679,22.29,84,47,4.81,RE,1729388715
470,sungailiat,-1.85,106.1333,29.89,64,45,2.44,ID,1729388716
471,qarauyl,48.9451,79.255,1.63,64,0,2.14,KZ,1729388719
472,sala,34.0389,-6.8166,13.38,100,40,0.0,MA,1729388720
473,salinopolis,-0.6136,-47.3561,26.53,80,4,4.66,BR,1729388721
474,khandyga,62.6667,135.6,-15.47,70,58,0.96,RU,1729388722
475,paoua,7.2427,16.4406,20.12,96,100,1.09,CF,1729388723
476,vila velha,-20.3297,-40.2925,25.97,90,75,4.12,BR,1729388725
477,reinosa,42.9996,-4.138,11.86,96,100,2.47,ES,1729388726
478,bouarfa,32.53,-1.95,13.36,59,100,1.78,MA,1729388727
479,mirpur sakro,24.5474,67.6277,27.69,68,7,3.07,PK,1729388728
480,corumba,-19.0092,-57.6533,25.5,67,92,1.11,BR,1729388729
481,tazovsky,67.4667,78.7,-0.03,99,100,3.61,RU,1729388730
482,isla del bosque,22.7333,-105.85,26.93,82,0,3.67,MX,1729388732
483,antsiranana,-12.2787,49.2917,22.8,83,5,5.08,MG,1729388733
484,babayevo,59.3936,35.9371,3.35,80,28,2.01,RU,1729388734
485,pangkalanbuun,-2.6833,111.6167,30.41,67,38,1.01,ID,1729388735
486,itaituba,-4.2761,-55.9836,27.17,70,94,1.01,BR,1729388736
487,port moresby,-9.4431,147.1797,30.68,62,40,5.14,PG,1729388522
488,baranivka,50.2969,27.6622,0.58,85,0,1.53,UA,1729388739
489,gagarin,55.5529,34.9954,3.22,88,100,2.59,RU,1729388535
490,guacamayas,18.0167,-102.2167,25.82,87,68,1.17,MX,1729388741
491,la ligua,-32.4524,-71.2311,13.02,84,99,0.85,CL,1729388742
492,hastings,50.8552,0.5729,12.88,54,100,6.36,GB,1729388743
493,nabire,-3.3667,135.4833,29.99,67,100,2.32,ID,1729388744
494,sitia,35.2,26.0986,18.92,61,100,3.51,GR,1729388745
495,marilia,-22.2139,-49.9458,16.77,94,100,4.35,BR,1729388747
496,trujillo,-8.116,-79.03,16.98,94,100,3.6,PE,1729388748
497,conception bay south,47.4999,-52.9981,9.4,90,4,6.41,CA,1729388706
498,tsagan aman,47.5639,46.7218,4.52,88,99,3.91,RU,1729388750
499,coquimbo,-29.9533,-71.3436,12.85,97,100,1.03,CL,1729388510
500,ma'an,26.9775,110.7211,15.66,85,100,2.64,CN,1729388752
501,warah,27.4481,67.7978,26.57,23,0,2.02,PK,1729388753
502,kone,-21.0595,164.8658,29.05,46,4,3.85,NC,1729388755
503,machico,32.7,-16.7667,21.35,82,75,1.03,PT,1729388756
504,buchanan,5.8808,-10.0467,24.7,88,90,1.95,LR,1729388757
505,mahina,-17.5065,-149.489,28.87,74,40,4.12,PF,1729388758
506,derzhavinsk,51.1,66.3167,5.91,51,100,2.74,KZ,1729388759
507,ban nong wua so,17.2675,103.2247,27.42,75,100,2.88,TH,1729388760
508,zuni pueblo,35.0725,-108.8506,5.78,84,92,2.8,US,1729388762
509,ljusdal,61.8288,16.0913,8.24,93,60,2.29,SE,1729388763
510,belzyce,51.1741,22.2803,1.5,66,0,5.05,PL,1729388764
511,seminole,28.7086,-81.2081,23.39,67,100,2.57,US,1729388765
512,greenville,35.6127,-77.3663,14.01,93,0,0.0,US,1729388766
513,manaure,11.7751,-72.4445,29.38,73,100,6.39,CO,1729388768
514,magdagachi,53.45,125.8,-0.68,43,10,1.54,RU,1729388769
515,shakawe,-18.3667,21.85,27.89,25,97,0.9,BW,1729388770
516,mbandaka,0.0487,18.2603,21.88,96,99,1.38,CD,1729388771
517,la crosse,43.8014,-91.2396,18.96,38,0,4.63,US,1729388713
518,cartagena del chaira,1.3349,-74.8429,25.1,73,29,1.05,CO,1729388773
519,kos,36.8933,27.2889,17.69,44,88,2.18,GR,1729388477
520,praia,14.9215,-23.5087,26.3,89,75,2.57,CV,1729388777
521,chos malal,-37.3781,-70.2709,21.46,31,27,2.7,AR,1729388778
522,alta,69.9689,23.2717,4.59,87,0,4.12,NO,1729388779
523,selfoss,63.9331,-20.9971,4.47,80,100,5.82,IS,1729388780
524,bogra,24.85,89.3667,24.83,81,2,2.95,BD,1729388781
525,charkhi dadri,28.6,76.2667,25.05,34,0,2.28,IN,1729388782
526,lewistown,40.5992,-77.5714,8.98,86,0,0.0,US,1729388536
527,zhongshu,24.5167,103.7667,17.23,89,100,1.64,CN,1729388785
528,khobar,26.2794,50.2083,26.08,94,0,1.03,SA,1729388786
529,fauske,67.2588,15.3918,8.86,88,17,4.32,NO,1729388787
530,enewetak,11.3474,162.3373,28.83,77,100,7.76,MH,1729388788
531,eha amufu,6.6592,7.7596,22.68,99,93,1.42,NG,1729388789
532,millbrook,32.4799,-86.3619,15.69,70,0,0.0,US,1729388790
533,mitha tiwana,32.2486,72.1108,23.08,33,0,3.49,PK,1729388792
534,cunha,-23.0744,-44.9597,15.11,99,100,2.44,BR,1729388793
535,raja,8.4596,25.678,21.1,89,100,0.94,SS,1729388794
536,nouadhibou,20.931,-17.0347,24.99,61,100,6.17,MR,1729388795
537,togur,58.3631,82.8265,1.59,80,100,5.78,RU,1729388796
538,itamaraca,-7.7478,-34.8256,25.16,73,80,4.98,BR,1729388797
539,bowen,-20.0167,148.2333,26.34,62,0,5.53,AU,1729388799
540,san rafael,-34.6177,-68.3301,25.65,44,41,7.27,AR,1729388800
541,lazaro cardenas,17.9583,-102.2,26.8,83,63,0.96,MX,1729388585
542,hasaki,35.7333,140.8333,16.35,58,70,15.02,JP,1729388802
543,stara lubovna,49.2986,20.6862,3.82,69,0,2.45,SK,1729388803
544,abadeh,31.1608,52.6506,12.37,30,0,1.96,IR,1729388804
545,quepos,9.4236,-84.1652,26.67,87,100,0.41,CR,1729388806
546,ukiah,39.1502,-123.2078,22.43,37,0,1.53,US,1729388807
547,wynyard,-41.0,145.7167,15.66,70,2,0.89,AU,1729388808
548,bousso,10.4795,16.7117,25.16,70,100,1.77,TD,1729388809
549,bishopstoke,50.9664,-1.3283,13.85,97,100,2.24,GB,1729388811
550,monterey,36.2505,-121.2516,16.06,14,0,1.12,US,1729388812
551,vilyuysk,63.7553,121.6247,-11.52,90,100,3.24,RU,1729388813
552,slave lake,55.2834,-114.769,5.99,100,100,1.03,CA,1729388814
553,san antonio de pale,-1.4014,5.6325,25.16,82,100,5.7,GQ,1729388815
554,sumbe,-11.2061,13.8437,24.08,86,93,2.84,AO,1729388817
555,sibay,52.7181,58.6658,4.78,66,100,1.6,RU,1729388818
556,huai khot,15.2909,99.6166,24.56,95,100,1.72,TH,1729388819
557,illizi,26.4833,8.4667,19.33,30,0,2.47,DZ,1729388820
558,galle,6.0367,80.217,27.74,85,74,2.65,LK,1729388821
559,qarazhal,48.0078,70.7903,4.54,51,33,2.88,KZ,1729388823
560,lashio,22.9333,97.75,21.99,83,9,0.15,MM,1729388824
561,prineville,44.2999,-120.8345,19.73,55,0,1.91,US,1729388825
562,auki,-8.7676,160.7034,28.31,77,61,0.86,SB,1729388826
563,pesaro,43.9036,12.8903,20.53,89,100,4.02,IT,1729388830
564,fortuna,40.5982,-124.1573,16.07,77,0,4.63,US,1729388832
565,plastun,44.7561,136.2939,5.04,20,0,3.81,RU,1729388833
566,mezhdurechenskiy,59.6,65.9333,3.44,89,100,3.96,RU,1729388834
567,gubat,12.9206,124.1231,30.02,74,83,4.52,PH,1729388835
568,inirida,3.8653,-67.9239,24.73,94,100,1.7,CO,1729388836
569,kurchatov,51.6601,35.6521,2.06,78,84,4.16,RU,1729388838
570,leava,-14.3,-178.1667,27.23,75,83,4.75,WF,1729388839
571,lesnikovo,55.2822,65.3175,0.69,78,6,3.93,RU,1729388840
572,nelson bay,-32.7167,152.15,21.72,65,76,6.26,AU,1729388841
573,behshahr,36.6923,53.5526,17.59,92,36,1.65,IR,1729388843
574,al jawf,29.5,38.75,17.61,22,0,1.93,SA,1729388844
575,kiffa,16.6166,-11.4045,33.68,24,100,3.83,MR,1729388845
576,russkaya polyana,49.417,31.9201,2.0,80,26,3.45,UA,1729388846
577,varangaon,21.0167,75.9,24.59,85,100,1.16,IN,1729388847
578,fisterra,42.9049,-9.2629,18.03,94,100,12.66,ES,1729388849
579,umba,66.6871,34.3429,6.98,100,100,2.88,RU,1729388850
580,brookings,44.3114,-96.7984,12.0,88,0,0.0,US,1729388851
581,sechura,-5.5569,-80.8222,18.31,84,44,6.2,PE,1729388852
582,mil'kovo,55.6078,37.7956,5.91,58,100,2.28,RU,1729388853
583,gumdag,39.2061,54.5906,15.53,67,0,2.58,TM,1729388854
584,busselton,-33.65,115.3333,18.03,86,100,8.65,AU,1729388856
585,east ballina,-28.8667,153.5833,22.03,65,0,6.85,AU,1729388857
586,kotabumi,-4.8333,104.9,29.47,62,62,1.21,ID,1729388858
587,fayroz koh,34.5195,65.2509,7.66,35,0,0.91,AF,1729388859
588,tromso,69.6496,18.957,7.01,87,75,0.51,NO,1729388861
589,ceeldheer,3.8488,47.1806,24.82,91,44,4.83,SO,1729388862
590,horta,38.5333,-28.6333,18.34,79,100,7.47,PT,1729388863
591,laguna,38.421,-121.4238,23.3,34,0,2.57,US,1729388864
592,muynoq,43.7683,59.0214,15.86,62,100,2.4,UZ,1729388865
593,ishigaki,24.3448,124.1572,29.07,79,75,9.26,JP,1729388866
594,colonia,50.9333,6.95,12.2,91,0,3.09,DE,1729388868
